,Name,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Genus,Species,Population size,Life span,Top speed,Weight,Height,Length
20913,Long-billed thrasher,Animalia,Chordata,,Aves,Passeriformes,,Mimidae,Toxostoma,Toxostoma longirostre,,,,,,
20914,Standard-winged nightjar,Animalia,Chordata,,Aves,Caprimulgiformes,,Caprimulgidae,Caprimulgus,Caprimulgus longipennis,,,,,,
20915,Eurasian rock pipit,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Anthus,Anthus petrosus,,,,,,
20916,Red-and-black grosbeak,Animalia,Chordata,,Aves,Passeriformes,,Cardinalidae,Caryothraustes,Periporphyrus erythromelas,,,,,,
20917,White-bellied go-away-bird,Animalia,Chordata,,Aves,Musophagiformes,,Musophagidae,Criniferoides,Crinifer leucogaster,,,,,,
20918,Smith's longspur,Animalia,Chordata,,Aves,Passeriformes,,Calcariidae,Calcarius,Calcarius pictus,,,,,,
20919,California gnatcatcher,Animalia,Chordata,,Aves,Passeriformes,,Polioptilidae,Polioptila,Polioptila californica,,,,,,
20920,Ringed Teal,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Callonetta,Callonetta leucophrys,"6,700-67,000",10-15 yrs,,310-340 g,,36-38 cm
20921,Black-winged pratincole,Animalia,Chordata,,Aves,Charadriiformes,,Glareolidae,Glareola,Glareola nordmanni,,,,,,
20922,Pallid swift,Animalia,Chordata,,Aves,Apodiformes,,Apodidae,Apus,Apus pallidus,,,,,,
20923,Green aracari,Animalia,Chordata,,Aves,Piciformes,,Ramphastidae,Pteroglossus,Pteroglossus viridis,,,,,,
20924,Green-headed tanager,Animalia,Chordata,,Aves,Passeriformes,,Thraupidae,Tangara,Tangara seledon,,,,,,
20925,Two-barred crossbill,Animalia,Chordata,,Aves,Passeriformes,,Fringillidae,Loxia,Loxia leucoptera,,,,,,
20926,Maguari stork,Animalia,Chordata,,Aves,Ciconiiformes,,Ciconiidae,Ciconia,Ciconia maguari,,,,,,
20927,Red-headed lovebird,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Agapornis,Agapornis pullarius,,,,,,
20928,Eastern nicator,Animalia,Chordata,,Aves,Passeriformes,,Nicatoridae,Nicator,Nicator gularis,,,,,,
20929,Snow partridge,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Lerwa,Lerwa lerwa,,,,,,
20930,Hill pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Columba,Columba rupestris,,,,,,
20931,Connecticut warbler,Animalia,Chordata,,Aves,Passeriformes,,Parulidae,Oporornis,Oporornis agilis,,,,15 g,,13-15 cm
20932,New Zealand raven,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Corvus antipodum,,,,,,
20933,Knobbed hornbill,Animalia,Chordata,,Aves,Bucerotiformes,,Bucerotidae,Rhyticeros,Rhyticeros cassidix,,,,,,
20934,Marsh owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Asio,Asio capensis,,,,,,
20935,Slaty-headed parakeet,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Himalayapsitta,Psittacula himalayana,,,,,,
20936,White-cheeked turaco,Animalia,Chordata,,Aves,Musophagiformes,,Musophagidae,Tauraco,Menelikornis leucotis,,,,,,
20937,South Georgia pipit,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Anthus,Anthus antarcticus,,,,,,
20938,White-fronted bee-eater,Animalia,Chordata,,Aves,Coraciiformes,,Meropidae,Merops,Merops bullockoides,,,,,,
20939,Pied imperial pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Ducula,Ducula bicolor,,,,,,
20940,Trumpeter hornbill,Animalia,Chordata,,Aves,Bucerotiformes,,Bucerotidae,Bycanistes,Bycanistes bucinator,,,,,,
20941,South African shelduck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Tadorna,Tadorna cana,,,,,,
20942,Arctic warbler,Animalia,Chordata,,Aves,Passeriformes,,Phylloscopidae,Phylloscopus,Phylloscopus borealis,,,,,,
20943,MacGillivray's warbler,Animalia,Chordata,,Aves,Passeriformes,,Parulidae,Geothlypis,Geothlypis tolmiei,,7 years,,8.6-12.6 g,,10-15 cm
20944,Archer's buzzard,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Buteo,Buteo archeri,,,,,,
20945,Bristle-thighed curlew,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Numenius,Numenius tahitiensis,,,,,,
20946,Red-bellied parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Poicephalus,Poicephalus rufiventris,,,,,,
20947,Rufous potoo,Animalia,Chordata,,Aves,Caprimulgiformes,,Nyctibiidae,Phyllaemulor,Nyctibius bracteatus,,,,,,
20948,Chestnut-collared longspur,Animalia,Chordata,,Aves,Passeriformes,,Calcariidae,Calcarius,Calcarius ornatus,,,,18-23 g,,13-16.5 cm
20949,Tufted coquette,Animalia,Chordata,,Aves,Apodiformes,,Trochilidae,Lophornis,Lophornis ornatus,,,,,,
20950,Lilac-crowned amazon,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Amazona,Amazona finschi,,,,,,
20951,Harlequin quail,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Coturnix,Coturnix delegorguei,,,,57-71 g,,16-20 cm
20952,African black duck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Anas,Anas sparsa,,,,,,
20953,Wonga pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Leucosarcia,Leucosarcia melanoleuca,,,,,,
20954,Alpine accentor,Animalia,Chordata,,Aves,Passeriformes,,Prunellidae,Prunella,Prunella collaris,,,,,,
20955,Black Stilt,Animalia,Chordata,,Aves,Charadriiformes,,Recurvirostridae,Himantopus,Himantopus novaezelandiae,106-169,12-15 yrs,,220 g,,40 cm
20956,Guira cuckoo,Animalia,Chordata,,Aves,Cuculiformes,,Cuculidae,Guira,Guira guira,,,,,,
20957,Syrian woodpecker,Animalia,Chordata,,Aves,Piciformes,,Picidae,Dendrocopos,Dendrocopos syriacus,,,,,,
20958,Greater blue-eared starling,Animalia,Chordata,,Aves,Passeriformes,,Sturnidae,Lamprotornis,Lamprotornis chalybaeus,,,,,,
20959,Siberian rubythroat,Animalia,Chordata,,Aves,Passeriformes,,Muscicapidae,Calliope,Calliope calliope,,,,,,
20960,Crested quetzal,Animalia,Chordata,,Aves,Trogoniformes,,Trogonidae,Pharomachrus,Pharomachrus antisianus,,,,,,35 cm
20961,Northern rosella,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Platycercus,Platycercus venustus,,,,,,
20962,White-necked jacobin,Animalia,Chordata,,Aves,Apodiformes,,Trochilidae,Florisuga,Florisuga mellivora,,,,,,
20963,Red-necked stint,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Calidris,Calidris ruficollis,,,,,,
20964,Black-billed gull,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Larus,Chroicocephalus bulleri,,,,,,
20965,Scarlet myzomela,Animalia,Chordata,,Aves,Passeriformes,,Meliphagidae,Myzomela,Myzomela sanguinolenta,,,,,,
20966,Amsterdam wigeon,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Anas,Mareca marecula,,,,,,
20967,Pacific swallow,Animalia,Chordata,,Aves,Passeriformes,,Hirundinidae,Hirundo,Hirundo tahitica,,,,,,
20968,Okinawa woodpecker,Animalia,Chordata,,Aves,Piciformes,,Picidae,Dendrocopos,Dendrocopos noguchii,,,,,,
20969,Henderson crake,Animalia,Chordata,,Aves,Gruiformes,,Rallidae,Zapornia,Zapornia atra,,,,,,
20970,Verditer flycatcher,Animalia,Chordata,,Aves,Passeriformes,,Muscicapidae,Eumyias,Eumyias thalassinus,,,,,,
20971,Saint Vincent amazon,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Amazona,Amazona guildingii,,,,,,
20972,Red-capped manakin,Animalia,Chordata,,Aves,Passeriformes,,Pipridae,Ceratopipra,Ceratopipra mentalis,,,,,,
20973,Choco toucan,Animalia,Chordata,,Aves,Piciformes,,Ramphastidae,Ramphastos,Ramphastos brevis,,,,,,
20974,Indian nightjar,Animalia,Chordata,,Aves,Caprimulgiformes,,Caprimulgidae,Caprimulgus,Caprimulgus asiaticus,,,,,,
20975,Dusky thrush,Animalia,Chordata,,Aves,Passeriformes,,Turdidae,Turdus,Turdus eunomus,,,,,,
20976,Rufous-bellied eagle,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Lophotriorchis,Lophotriorchis kienerii,,,,,,
20977,Wrentit,Animalia,Chordata,,Aves,Passeriformes,,Sylviidae,Chamaea,Chamaea fasciata,,,,,,
20978,Red fody,Animalia,Chordata,,Aves,Passeriformes,,Ploceidae,Foudia,Foudia madagascariensis,,,,,,
20979,Spiny babbler,Animalia,Chordata,,Aves,Passeriformes,,Leiotrichidae,Acanthoptila,Turdoides nipalensis,,,,,,
20980,Plain prinia,Animalia,Chordata,,Aves,Passeriformes,,Cisticolidae,Prinia,Prinia inornata,,,,,,
20981,Red-capped robin,Animalia,Chordata,,Aves,Passeriformes,,Petroicidae,Petroica,Petroica goodenovii,,,,,,
20982,Black bittern,Animalia,Chordata,,Aves,Pelecaniformes,,Ardeidae,Ixobrychus,Ixobrychus flavicollis,,,,,,
20983,Brown-hooded kingfisher,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Halcyon,Halcyon albiventris,,,,,,
20984,Siberian blue robin,Animalia,Chordata,,Aves,Passeriformes,,Muscicapidae,Larvivora,Larvivora cyanea,,,,,,
20985,Little sparrowhawk,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Accipiter,Accipiter minullus,,,,,,
20986,Pin-tailed sandgrouse,Animalia,Chordata,,Aves,Pterocliformes,,Pteroclidae,Pterocles,Pterocles alchata,,,,,,
20987,Yellow-legged buttonquail,Animalia,Chordata,,Aves,Charadriiformes,,Turnicidae,Turnix,Turnix tanki,,,,35-113 g,,
20988,Agami heron,Animalia,Chordata,,Aves,Pelecaniformes,,Ardeidae,Agamia,Agamia agami,,,,0.1-4.5 kg,,0.60-0.76 m
20989,White-collared swift,Animalia,Chordata,,Aves,Apodiformes,,Apodidae,Streptoprocne,Streptoprocne zonaris,,,,,,
20990,Olive thrush,Animalia,Chordata,,Aves,Passeriformes,,Turdidae,Turdus,Turdus olivaceus,,,,,,
20991,Snow pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Columba,Columba leuconota,,,,,,
20992,Narina trogon,Animalia,Chordata,,Aves,Trogoniformes,,Trogonidae,Apaloderma,Apaloderma narina,,,,,,
20993,Grey falcon,Animalia,Chordata,,Aves,Falconiformes,,Falconidae,Falco,Falco hypoleucos,,,,,,
20994,Jungle owlet,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Glaucidium,Glaucidium radiatum,,,,,,
20995,African pygmy goose,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Nettapus,Nettapus auritus,,,,,,
20996,Scaly-sided merganser,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Mergus,Mergus squamatus,,,,,,
20997,Wrybill,Animalia,Chordata,,Aves,Charadriiformes,,Charadriidae,Anarhynchus,Anarhynchus frontalis,,,,43-68 g,,20 cm
20998,White-billed crow,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Corvus woodfordi,,,,,,
20999,Lesser fish eagle,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Icthyophaga,Haliaeetus humilis,,,,,,
21000,Harlan's hawk,Red-Tailed Hawk,,,Animalia,Chordata,,Aves,Accipitriformes,Accipitridae,,,,,,
21001,Scarlet-headed blackbird,Animalia,Chordata,,Aves,Passeriformes,,Icteridae,Amblyramphus,Amblyramphus holosericeus,,,,,,
21002,Red-billed firefinch,Animalia,Chordata,,Aves,Passeriformes,,Estrildidae,Lagonosticta,Lagonosticta senegala,,,,,,
21003,Amazon kingfisher,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Chloroceryle,Chloroceryle amazona,,,,,,
21004,Varied tit,Animalia,Chordata,,Aves,Passeriformes,,Paridae,Sittiparus,Sittiparus varius,,,,,,
21005,Siberian accentor,Animalia,Chordata,,Aves,Passeriformes,,Prunellidae,Prunella,Prunella montanella,,,,,,
21006,Gabar goshawk,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Micronisus,Micronisus gabar,,,,,,
21007,Black-rumped magpie,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Pica,Pica bottanensis,,,,,,
21008,Red spurfowl,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Galloperdix,Galloperdix spadicea,,,,,,
21009,Golden masked owl,Animalia,Chordata,,Aves,Strigiformes,,Tytonidae,Tyto,Tyto aurantia,,,,,,
21010,Abbott's booby,Animalia,Chordata,,Aves,Suliformes,,Sulidae,Papasula,Papasula abbotti,,,,,,
21011,Tristan thrush,Animalia,Chordata,,Aves,Passeriformes,,Turdidae,Turdus,Turdus eremita,,,,,,
21012,Green-breasted mango,Animalia,Chordata,,Aves,Apodiformes,,Trochilidae,Anthracothorax,Anthracothorax prevostii,,,,,,
21013,Wompoo fruit dove,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Megaloprepia,Ptilinopus magnificus,,,,,,
21014,Scissor-tailed kite,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Chelictinia,Chelictinia riocourii,,,,,,
21015,African scops owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Otus,Otus senegalensis,,,,,,
21016,Philippine serpent eagle,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Spilornis,Spilornis holospilus,,,,,,
21017,Carola's parotia,Animalia,Chordata,,Aves,Passeriformes,,Paradisaeidae,Parotia,Parotia carolae,,,,,,
21018,Yellow-billed duck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Anas,Anas undulata,,,,,,
21019,Hispaniolan trogon,Animalia,Chordata,,Aves,Trogoniformes,,Trogonidae,Temnotrogon,Priotelus roseigaster,,,,,,
21020,Striped Owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Asio,Asio clamator,"500,000-5 M",10-20 yrs,,320-546 g,,30-38 cm
21021,Seaside sparrow,Animalia,Chordata,,Aves,Passeriformes,,Passerellidae,Ammospiza,Ammospiza maritima,,,,,,
21022,Heermann's gull,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Larus,Larus heermanni,,,,,,
21023,Jungle bush quail,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Perdicula,Perdicula asiatica,,,,,,15.2-17.5 cm
21024,Black-capped vireo,Animalia,Chordata,,Aves,Passeriformes,,Vireonidae,Vireo,Vireo atricapilla,,,,,,
21025,Little bee-eater,Animalia,Chordata,,Aves,Coraciiformes,,Meropidae,Merops,Merops pusillus,,,,,,
21026,Blue waxbill,Animalia,Chordata,,Aves,Passeriformes,,Estrildidae,Uraeginthus,Uraeginthus angolensis,,,,,,
21027,Blue-bellied parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Triclaria,Triclaria malachitacea,,,,,,
21028,Horned guan,Animalia,Chordata,,Aves,Galliformes,,Cracidae,Oreophasis,Oreophasis derbianus,,,,,,
21029,Blue mockingbird,Animalia,Chordata,,Aves,Passeriformes,,Mimidae,Melanotis,Melanotis caerulescens,,,,,,
21030,Malayan night heron,Animalia,Chordata,,Aves,Pelecaniformes,,Ardeidae,Gorsachius,Gorsachius melanolophus,,,,,,
21031,Torresian imperial pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Ducula,Ducula spilorrhoa,,,,,,
21032,Blue-gray tanager,Animalia,Chordata,,Aves,Passeriformes,,Thraupidae,Tangara,Thraupis episcopus,,,,,,
21033,Pied stilt,Animalia,Chordata,,Aves,Charadriiformes,,Recurvirostridae,Himantopus,Himantopus leucocephalus,,,,,,
21034,Cuban tody,Animalia,Chordata,,Aves,Coraciiformes,,Todidae,Todus,Todus multicolor,,,,,,
21035,Slender-billed grackle,Animalia,Chordata,,Aves,Passeriformes,,Icteridae,Quiscalus,Quiscalus palustris,,,,,,
21036,Jamaican red macaw,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Ara,Ara gossei,,,,,,
21037,Antarctic tern,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Sterna,Sterna vittata,,,,,,
21038,Hispaniolan amazon,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Amazona,Amazona ventralis,,,,,,
21039,Tiny hawk,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Accipiter,Accipiter superciliosus,,,,,,
21040,Plumed whistling duck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Dendrocygna,Dendrocygna eytoni,,,,,,
21041,Purple-crowned fairywren,Animalia,Chordata,,Aves,Passeriformes,,Maluridae,Malurus,Malurus coronatus,,,,,,
21042,Cinnamon bittern,Animalia,Chordata,,Aves,Pelecaniformes,,Ardeidae,Ixobrychus,Ixobrychus cinnamomeus,,,,,,
21043,Grey warbler,Animalia,Chordata,,Aves,Passeriformes,,Acanthizidae,Gerygone,Gerygone igata,,,,,,
21044,Terek sandpiper,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Xenus,Xenus cinereus,,,,,,
21045,Little spiderhunter,Animalia,Chordata,,Aves,Passeriformes,,Nectariniidae,Arachnothera,Arachnothera longirostra,,,,,,
21046,Long-tailed paradise whydah,Animalia,Chordata,,Aves,Passeriformes,,Viduidae,Vidua,Vidua paradisaea,,,,,,
21047,Grey shrikethrush,Animalia,Chordata,,Aves,Passeriformes,,Pachycephalidae,Colluricincla,Colluricincla harmonica,,,,,,
21048,African pygmy kingfisher,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Ispidina,Ispidina picta,,,,,,
21049,Lesser sand plover,Animalia,Chordata,,Aves,Charadriiformes,,Charadriidae,Charadrius,Charadrius mongolus,,,,,,
21050,Asir magpie,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Pica,Pica asirensis,,,,,,
21051,Eastern ground parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Pezoporus,Pezoporus wallicus,,,,,,
21052,Crowned lapwing,Animalia,Chordata,,Aves,Charadriiformes,,Charadriidae,Vanellus,Vanellus coronatus,,,,,,
21053,New Zealand rock wren,Animalia,Chordata,,Aves,Passeriformes,,Acanthisittidae,Xenicus,Xenicus gilviventris,,,,,,
21054,Eastern spot-billed duck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Anas,Anas zonorhyncha,,,,,,
21055,Green-billed toucan,Animalia,Chordata,,Aves,Piciformes,,Ramphastidae,Ramphastos,Ramphastos dicolorus,,,,,,
21056,Eastern cattle egret,Animalia,Chordata,,Aves,Pelecaniformes,,Ardeidae,Bubulcus,Bubulcus coromandus,,,,,,
21057,Pacific baza,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Aviceda,Aviceda subcristata,,,,,,
21058,Cape wagtail,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Motacilla,Motacilla capensis,,,,,,
21059,Slaty-backed gull,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Larus,Larus schistisagus,,,,,,
21060,Dusky Canada goose,Canada Goose,,,Animalia,Chordata,,Aves,Anseriformes,Anatidae,,,,,,
21061,Chestnut-headed bee-eater,Animalia,Chordata,,Aves,Coraciiformes,,Meropidae,Merops,Merops leschenaulti,,,,,,
21062,Blue-winged parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Neophema,Neophema chrysostoma,,,,,,
21063,Eastern buzzard,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Buteo,Buteo japonicus,,,,,,
21064,Audouin's gull,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Larus,Ichthyaetus audouini,,,,,,
21065,Red-throated pipit,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Anthus,Anthus cervinus,,,,,,14.5-15 cm
21066,Chestnut-bellied sandgrouse,Animalia,Chordata,,Aves,Pterocliformes,,Pteroclidae,Pterocles,Pterocles exustus,,,,,,
21067,Mourning collared dove,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Streptopelia,Streptopelia decipiens,,,,,,
21068,Jamaican crow,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Corvus jamaicensis,,,,,,
21069,Squirrel cuckoo,Animalia,Chordata,,Aves,Cuculiformes,,Cuculidae,Piaya,Piaya cayana,,,,,,
21070,Northern carmine bee-eater,Animalia,Chordata,,Aves,Coraciiformes,,Meropidae,Merops,Merops nubicus,,,,,,
21071,White-headed pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Columba,Columba leucomela,,,,,,
21072,Pennant-winged nightjar,Animalia,Chordata,,Aves,Caprimulgiformes,,Caprimulgidae,Caprimulgus,Caprimulgus vexillarius,,,,,,
21073,Comb duck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Sarkidiornis,Sarkidiornis sylvicola,,,,,,
21074,Mistletoebird,Animalia,Chordata,,Aves,Passeriformes,,Dicaeidae,Dicaeum,Dicaeum hirundinaceum,,,,,,
21075,Cream-colored courser,Animalia,Chordata,,Aves,Charadriiformes,,Glareolidae,Cursorius,Cursorius cursor,,,,,,
21076,Chinese pond heron,Animalia,Chordata,,Aves,Pelecaniformes,,Ardeidae,Ardeola,Ardeola bacchus,,,,,,
21077,Orinoco goose,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Neochen,Neochen jubata,,,,,,
21078,Grey treepie,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Dendrocitta,Dendrocitta formosae,,,,,,
21079,Zigzag heron,Animalia,Chordata,,Aves,Pelecaniformes,,Ardeidae,Zebrilus,Zebrilus undulatus,,,,,,
21080,Audubon's warbler,Yellow-rumped warbler,,,Animalia,Chordata,,Aves,Passeriformes,Parulidae,,,,,,
21081,Pallas's gull,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Larus,Ichthyaetus ichthyaetus,,,,,,
21082,Bare-throated bellbird,Animalia,Chordata,,Aves,Passeriformes,,Cotingidae,Procnias,Procnias nudicollis,,,,,,
21083,Japanese cormorant,Animalia,Chordata,,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax capillatus,,,,,,
21084,Australian golden whistler,Animalia,Chordata,,Aves,Passeriformes,,Pachycephalidae,Pachycephala,Pachycephala pectoralis,,,,,,
21085,Tamaulipas crow,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Corvus imparatus,,,,,,
21086,Cape white-eye,Animalia,Chordata,,Aves,Passeriformes,,Zosteropidae,Zosterops,Zosterops virens,,,,,,
21087,Buff-bellied hummingbird,Animalia,Chordata,,Aves,Apodiformes,,Trochilidae,Amazilia,Amazilia yucatanensis,,,,,,
21088,Vogelkop bowerbird,Animalia,Chordata,,Aves,Passeriformes,,Ptilonorhynchidae,Amblyornis,Amblyornis inornata,,,,,,
21089,Cut-throat finch,Animalia,Chordata,,Aves,Passeriformes,,Estrildidae,Amadina,Amadina fasciata,,,,,,
21090,Temminck's stint,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Calidris,Calidris temminckii,,,,,,
21091,Yellow-crowned parakeet,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Cyanoramphus,Cyanoramphus auriceps,,,,,,
21092,Tundra bean goose,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Anser,Anser serrirostris,,,,,,
21093,Chinese blackbird,Animalia,Chordata,,Aves,Passeriformes,,Turdidae,Turdus,Turdus mandarinus,,,,,,
21094,Mangrove cuckoo,Animalia,Chordata,,Aves,Cuculiformes,,Cuculidae,Coccyzus,Coccyzus minor,,,,,,
21095,Western ground parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Pezoporus,Pezoporus flaviventris,,,,,,
21096,Black-crested bulbul,Animalia,Chordata,,Aves,Passeriformes,,Pycnonotidae,Rubigula,Rubigula flaviventris,,,,,,
21097,White-eyed river martin,Animalia,Chordata,,Aves,Passeriformes,,Hirundinidae,Eurochelidon,Pseudochelidon sirintarae,,,,,,
21098,Mindanao bleeding-heart,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Gallicolumba,Gallicolumba crinigera,,,,,,
21099,Baird's sparrow,Animalia,Chordata,,Aves,Passeriformes,,Passerellidae,Passerculus,Centronyx bairdii,,,,17-21 g,,12 cm
21100,Dusky lory,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Pseudeos,Pseudeos fuscata,,,,,,
21101,Tawny pipit,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Anthus,Anthus campestris,,,,,,
21102,Buller's albatross,Animalia,Chordata,,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche bulleri,,,,,,
21103,Floreana mockingbird,Animalia,Chordata,,Aves,Passeriformes,,Mimidae,Mimus,Mimus trifasciatus,,,,,,
21104,Spotted wood owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Strix,Strix seloputo,,,,,,
21105,Buff-faced pygmy parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Micropsitta,Micropsitta pusio,,,,,,
21106,Green warbler-finch,Animalia,Chordata,,Aves,Passeriformes,,Thraupidae,Certhidea,Certhidea olivacea,,,,,,
21107,Richard's pipit,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Anthus,Anthus richardi,,,,,,
21108,Chestnut-winged cuckoo,Animalia,Chordata,,Aves,Cuculiformes,,Cuculidae,Clamator,Clamator coromandus,,,,,,
21109,Elegant quail,Animalia,Chordata,,Aves,Galliformes,,Odontophoridae,Callipepla,Callipepla douglasii,,,,,,
